"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"102","220.33180562418886","312.78021689205633","4.604334854541254","-0.31164130137993934","0.030399999999999983","0.031","0.02980000000000005","1244.4444444444443","0.00017986106703008216","0","0.00017986106703008216","0.00017986106703008216","","","true"
"103","75.53401593838804","93.6030958049748","4.664324312273229","0","0.0027999999999999137","0.0043999999999999595","0.0012","1244.4444444444443","0.0004120873238379002","0","0.0004120873238379002","0.0004120873238379002","103_102:0.007030472544979377;103_104:0.010578516541370903","103_102:561.7777777777777;103_104:561.7777777777777","true"
"104","107.14105673381087","31.432723387816647","4.80223584302137","-0.30843673215390965","0.005800000000000027","0.0078","0.0038000000000000256","1244.4444444444443","0.000491374190191247","0","0.000491374190191247","0.000491374190191247","","","true"
"105","175.46344131348212","97.76671044746423","4.739889689187681","0","0.005300000000000082","0.0096","0.0010000000000000009","1244.4444444444443","0.000918219502420067","0","0.000918219502420067","0.000918219502420067","105_104:0.018857181923408156;105_106:0.013004770358024692","105_104:561.7777777777777;105_106:561.7777777777777","true"
"106","206.04898097863318","40.948098086599295","4.710320016768426","-0.28699737205284476","0.023900000000000032","0.0262","0.021599999999999953","1244.4444444444443","0.001120721161699617","0","0.001120721161699617","0.001120721161699617","","","true"
"107","256.02759338540227","32.75966438692186","4.615503416986164","-0.30801317939559864","0.007400000000000073","0.009199999999999986","0.0056","1244.4444444444443","0.00038831590705623527","0","0.00038831590705623527","0.00038831590705623527","107_106:0.014741063495562923;107_108:0.013012098684290707","107_106:561.7777777777777;107_108:561.7777777777777","true"
"108","247.0456582817248","279.43181174956896","4.546234527778546","0","0.010199999999999987","0.013800000000000034","0.0066","1244.4444444444443","0.00029639104172919157","0","0.00029639104172919157","0.00029639104172919157","108_112:0.012654875645355418","108_112:561.7777777777777","true"
"109","149.91760284202434","11.216672933266922","4.875267016770213","-0.30675181805646473","0.04920000000000002","0.03820000000000001","0.0602","1244.4444444444443","0.0013524855217433333","0","0.0013524855217433333","0.0013524855217433333","109_114:0.022985768063041145","109_114:561.7777777777777","true"
"110","182.01165809563594","78.58768254513157","4.805845744180275","-0.3082615805518876","0.024799999999999933","0.04579999999999995","0.0038","1244.4444444444443","0.0027821343781751153","0","0.0027821343781751153","0.0027821343781751153","110_118:0.016476477355065883","110_118:561.7777777777777","true"
"111","171.9929999421319","107.8016320122211","4.768732253070276","-0.308805156173377","0.0033000000000000806","0.0048000000000000265","0.0018","1244.4444444444443","0.00029605227732452184","0","0.00029605227732452184","0.00029605227732452184","111_104:0.011851523993894664;111_122:0.009824872533989365","111_104:561.7777777777777;111_122:561.7777777777777","true"
"112","197.55503177054646","180.4217557767517","4.583649916484787","0","0.008099999999999996","0.013599999999999945","0.0026","1244.4444444444443","0.0003662744721226751","0","0.0003662744721226751","0.0003662744721226751","","","true"
"113","35.471722108663656","40.75973845220476","4.655644171644821","-0.3093142958340278","0.0036000000000000476","0.0041999999999999815","0.003","1244.4444444444443","0.00020699378012484096","0","0.00020699378012484096","0.00020699378012484096","","","true"
"114","248.44292102372717","12.707841489186155","4.781815973422636","-0.359151679588321","0.007300000000000084","0.006000000000000005","0.0086","1244.4444444444443","0.00044489642153145613","0","0.00044489642153145613","0.00044489642153145613","114_115:0.01254270326086629;114_113:0.01233511889601191","114_115:561.7777777777777;114_113:561.7777777777777","true"
"115","186.14649865416916","193.7023871580215","4.709531908516665","-0.3275775129546063","0.0023999999999999577","0.0033999999999999586","0.0014","1244.4444444444443","0.00021139920782461947","0","0.00021139920782461947","0.00021139920782461947","","","true"
"116","123.36111380694318","123.50027994458385","4.958902927774969","-0.3054949382178614","0.0039000000000000146","0.007399999999999962","0.0004","1244.4444444444443","0.00031437611825130854","0","0.00031437611825130854","0.00031437611825130854","116_117:0.009159882888963272;116_115:0.009660326256020701","116_117:561.7777777777777;116_115:561.7777777777777","true"
"117","239.31829860393583","62.60734902103827","4.8315952045023565","-0.30759466702832383","0.011500000000000066","0.016199999999999992","0.0068","1244.4444444444443","0.00023071805364522063","0","0.00023071805364522063","0.00023071805364522063","117_118:0.007283708813921569","117_118:561.7777777777777","true"
"118","215.57823344168807","234.26249807241248","4.74912901989669","-0.3086757517286422","0.0021999999999999797","0.004","0.00039999999999995595","1244.4444444444443","0.00013863507745142834","0","0.00013863507745142834","0.00013863507745142834","118_119:0.0059826120575064146","118_119:561.7777777777777","true"
"119","187.37450805080286","225.61960592252922","4.6107400859308685","-0.3114963008800161","0.008299999999999974","0.014000000000000012","0.0026","1244.4444444444443","0.00022000380386701855","0","0.00022000380386701855","0.00022000380386701855","119_120:0.005355705115784981","119_120:561.7777777777777","true"
"120","288.36612100551594","357.2064759476262","4.500652410923198","-0.31223870265324805","0.005700000000000038","0.006199999999999983","0.0052","1244.4444444444443","0.00011663869239210953","0","0.00011663869239210953","0.00011663869239210953","","","true"
"121","252.56032544797532","98.98432677985157","4.620337576514832","-0.311333521570536","0.31299999999999994","0.396","0.22999999999999998","1244.4444444444443","0.00017572441100443373","0","0.00017572441100443373","0.00017572441100443373","121_120:0.007066496933718441","121_120:561.7777777777777","true"
"122","211.80564379902242","173.0996869549725","4.688046011762873","-0.3084425173012937","0.0026999999999999247","0.0030000000000000027","0.0024","1244.4444444444443","0.00022910956740046496","0","0.00022910956740046496","0.00022910956740046496","122_123:0.00848358058614268;122_121:0.010388236880391727","122_123:561.7777777777777;122_121:561.7777777777777","true"
"123","286.4679119845556","304.709098219797","4.730566279646525","-0.3078326004965146","0.09160000000000001","0.09760000000000002","0.0856","1244.4444444444443","0.0001506263478344607","0","0.0001506263478344607","0.0001506263478344607","123_124:0.01139976526091041","123_124:561.7777777777777","true"
"124","309.51996595647074","58.248057344537116","4.634881128402284","-0.30850570297447494","0.0028999999999999027","0.00539999999999996","0.0004","1244.4444444444443","0.00017408520496239462","0","0.00017408520496239462","0.00017408520496239462","","","true"
"125","133.92496237380078","99.8325951664338","4.73710968419546","-0.30715374546988305","0.005300000000000082","0.010600000000000054","0","1244.4444444444443","0.001298114926070013","0","0.001298114926070013","0.001298114926070013","125_124:0.014522293165378175;125_126:0.012540105361874332","125_124:561.7777777777777;125_126:561.7777777777777","true"
"126","310.9048325649023","69.36816345084118","4.702934420959549","-0.30311201820062655","0.0049000000000000155","0.007199999999999984","0.0026","1244.4444444444443","0.0004074570361619234","0","0.0004074570361619234","0.0004074570361619234","126_112:0.017777926837822144","126_112:561.7777777777777","true"
